zip,default_state,county,county_state,state_abbreviation,county_code,zip_pop,zip_pop_in_county,n_counties,default_city
11952,NY,Suffolk County,Suffolk County,NY,103,,,,
11953,NY,Suffolk County,Suffolk County,NY,103,,,,
11954,NY,Suffolk County,Suffolk County,NY,103,,,,
11955,NY,Suffolk County,Suffolk County,NY,103,,,,
11956,NY,Suffolk County,Suffolk County,NY,103,,,,
11957,NY,Suffolk County,Suffolk County,NY,103,,,,
11958,NY,Suffolk County,Suffolk County,NY,103,,,,
11959,NY,Suffolk County,Suffolk County,NY,103,,,,
11960,NY,Suffolk County,Suffolk County,NY,103,,,,
11961,NY,Suffolk County,Suffolk County,NY,103,,,,
11962,NY,Suffolk County,Suffolk County,NY,103,,,,
11963,NY,Suffolk County,Suffolk County,NY,103,,,,
11964,NY,Suffolk County,Suffolk County,NY,103,,,,
11965,NY,Suffolk County,Suffolk County,NY,103,,,,
11967,NY,Suffolk County,Suffolk County,NY,103,,,,
11968,NY,Suffolk County,Suffolk County,NY,103,,,,
11970,NY,Suffolk County,Suffolk County,NY,103,,,,
11971,NY,Suffolk County,Suffolk County,NY,103,,,,
11972,NY,Suffolk County,Suffolk County,NY,103,,,,
11973,NY,Suffolk County,Suffolk County,NY,103,,,,
11975,NY,Suffolk County,Suffolk County,NY,103,,,,
11976,NY,Suffolk County,Suffolk County,NY,103,,,,
11977,NY,Suffolk County,Suffolk County,NY,103,,,,
11978,NY,Suffolk County,Suffolk County,NY,103,,,,
11980,NY,Suffolk County,Suffolk County,NY,103,,,,
10940,NY,Sullivan County,Sullivan County,NY,105,,,,
12458,NY,Sullivan County,Sullivan County,NY,105,,,,
12566,NY,Sullivan County,Sullivan County,NY,105,,,,
12701,NY,Sullivan County,Sullivan County,NY,105,,,,
12719,NY,Sullivan County,Sullivan County,NY,105,,,,
12720,NY,Sullivan County,Sullivan County,NY,105,,,,
12721,NY,Sullivan County,Sullivan County,NY,105,,,,
12722,NY,Sullivan County,Sullivan County,NY,105,,,,
12723,NY,Sullivan County,Sullivan County,NY,105,,,,
12724,NY,Sullivan County,Sullivan County,NY,105,,,,
12725,NY,Sullivan County,Sullivan County,NY,105,,,,
12726,NY,Sullivan County,Sullivan County,NY,105,,,,
12727,NY,Sullivan County,Sullivan County,NY,105,,,,
12729,NY,Sullivan County,Sullivan County,NY,105,,,,
12732,NY,Sullivan County,Sullivan County,NY,105,,,,
12733,NY,Sullivan County,Sullivan County,NY,105,,,,
12734,NY,Sullivan County,Sullivan County,NY,105,,,,
12736,NY,Sullivan County,Sullivan County,NY,105,,,,
12737,NY,Sullivan County,Sullivan County,NY,105,,,,
12738,NY,Sullivan County,Sullivan County,NY,105,,,,
12740,NY,Sullivan County,Sullivan County,NY,105,,,,
12741,NY,Sullivan County,Sullivan County,NY,105,,,,
12742,NY,Sullivan County,Sullivan County,NY,105,,,,
12743,NY,Sullivan County,Sullivan County,NY,105,,,,
12745,NY,Sullivan County,Sullivan County,NY,105,,,,
12747,NY,Sullivan County,Sullivan County,NY,105,,,,
12748,NY,Sullivan County,Sullivan County,NY,105,,,,
12749,NY,Sullivan County,Sullivan County,NY,105,,,,
12750,NY,Sullivan County,Sullivan County,NY,105,,,,
12751,NY,Sullivan County,Sullivan County,NY,105,,,,
12752,NY,Sullivan County,Sullivan County,NY,105,,,,
12754,NY,Sullivan County,Sullivan County,NY,105,,,,
12758,NY,Sullivan County,Sullivan County,NY,105,,,,
12759,NY,Sullivan County,Sullivan County,NY,105,,,,
12760,NY,Sullivan County,Sullivan County,NY,105,,,,
12762,NY,Sullivan County,Sullivan County,NY,105,,,,
12763,NY,Sullivan County,Sullivan County,NY,105,,,,
12764,NY,Sullivan County,Sullivan County,NY,105,,,,
12765,NY,Sullivan County,Sullivan County,NY,105,,,,
12766,NY,Sullivan County,Sullivan County,NY,105,,,,
12767,NY,Sullivan County,Sullivan County,NY,105,,,,
12768,NY,Sullivan County,Sullivan County,NY,105,,,,
12769,NY,Sullivan County,Sullivan County,NY,105,,,,
12770,NY,Sullivan County,Sullivan County,NY,105,,,,
12775,NY,Sullivan County,Sullivan County,NY,105,,,,
12776,NY,Sullivan County,Sullivan County,NY,105,,,,
12777,NY,Sullivan County,Sullivan County,NY,105,,,,
12778,NY,Sullivan County,Sullivan County,NY,105,,,,
12779,NY,Sullivan County,Sullivan County,NY,105,,,,
12780,NY,Sullivan County,Sullivan County,NY,105,,,,
12781,NY,Sullivan County,Sullivan County,NY,105,,,,
12783,NY,Sullivan County,Sullivan County,NY,105,,,,
12784,NY,Sullivan County,Sullivan County,NY,105,,,,
12786,NY,Sullivan County,Sullivan County,NY,105,,,,
12787,NY,Sullivan County,Sullivan County,NY,105,,,,
12788,NY,Sullivan County,Sullivan County,NY,105,,,,
12789,NY,Sullivan County,Sullivan County,NY,105,,,,
12790,NY,Sullivan County,Sullivan County,NY,105,,,,
12791,NY,Sullivan County,Sullivan County,NY,105,,,,
12792,NY,Sullivan County,Sullivan County,NY,105,,,,
13732,NY,Tioga County,Tioga County,NY,107,,,,
13734,NY,Tioga County,Tioga County,NY,107,,,,
13736,NY,Tioga County,Tioga County,NY,107,,,,
13743,NY,Tioga County,Tioga County,NY,107,,,,
13760,NY,Tioga County,Tioga County,NY,107,,,,
13811,NY,Tioga County,Tioga County,NY,107,,,,
13812,NY,Tioga County,Tioga County,NY,107,,,,
13827,NY,Tioga County,Tioga County,NY,107,,,,
13835,NY,Tioga County,Tioga County,NY,107,,,,
13840,NY,Tioga County,Tioga County,NY,107,,,,
13845,NY,Tioga County,Tioga County,NY,107,,,,
13864,NY,Tioga County,Tioga County,NY,107,,,,
14817,NY,Tioga County,Tioga County,NY,107,,,,
14859,NY,Tioga County,Tioga County,NY,107,,,,
14883,NY,Tioga County,Tioga County,NY,107,,,,
14889,NY,Tioga County,Tioga County,NY,107,,,,
14892,NY,Tioga County,Tioga County,NY,107,,,,
13045,NY,Tompkins County,Tompkins County,NY,109,,,,
13053,NY,Tompkins County,Tompkins County,NY,109,,,,
13062,NY,Tompkins County,Tompkins County,NY,109,,,,
13068,NY,Tompkins County,Tompkins County,NY,109,,,,
13073,NY,Tompkins County,Tompkins County,NY,109,,,,
13092,NY,Tompkins County,Tompkins County,NY,109,,,,
13102,NY,Tompkins County,Tompkins County,NY,109,,,,
13736,NY,Tompkins County,Tompkins County,NY,109,,,,
13864,NY,Tompkins County,Tompkins County,NY,109,,,,
14817,NY,Tompkins County,Tompkins County,NY,109,,,,
14850,NY,Tompkins County,Tompkins County,NY,109,,,,
14851,NY,Tompkins County,Tompkins County,NY,109,,,,
14853,NY,Tompkins County,Tompkins County,NY,109,,,,
14854,NY,Tompkins County,Tompkins County,NY,109,,,,
14867,NY,Tompkins County,Tompkins County,NY,109,,,,
14881,NY,Tompkins County,Tompkins County,NY,109,,,,
14882,NY,Tompkins County,Tompkins County,NY,109,,,,
14883,NY,Tompkins County,Tompkins County,NY,109,,,,
14886,NY,Tompkins County,Tompkins County,NY,109,,,,
12401,NY,Ulster County,Ulster County,NY,111,,,,
12404,NY,Ulster County,Ulster County,NY,111,,,,
12406,NY,Ulster County,Ulster County,NY,111,,,,
12409,NY,Ulster County,Ulster County,NY,111,,,,
12410,NY,Ulster County,Ulster County,NY,111,,,,
12411,NY,Ulster County,Ulster County,NY,111,,,,
12412,NY,Ulster County,Ulster County,NY,111,,,,
12416,NY,Ulster County,Ulster County,NY,111,,,,
12417,NY,Ulster County,Ulster County,NY,111,,,,
12419,NY,Ulster County,Ulster County,NY,111,,,,
12420,NY,Ulster County,Ulster County,NY,111,,,,
12428,NY,Ulster County,Ulster County,NY,111,,,,
12429,NY,Ulster County,Ulster County,NY,111,,,,
12432,NY,Ulster County,Ulster County,NY,111,,,,
12433,NY,Ulster County,Ulster County,NY,111,,,,
12435,NY,Ulster County,Ulster County,NY,111,,,,
12440,NY,Ulster County,Ulster County,NY,111,,,,
12441,NY,Ulster County,Ulster County,NY,111,,,,
12443,NY,Ulster County,Ulster County,NY,111,,,,
12446,NY,Ulster County,Ulster County,NY,111,,,,
12448,NY,Ulster County,Ulster County,NY,111,,,,
12449,NY,Ulster County,Ulster County,NY,111,,,,
12453,NY,Ulster County,Ulster County,NY,111,,,,
12456,NY,Ulster County,Ulster County,NY,111,,,,
12457,NY,Ulster County,Ulster County,NY,111,,,,
12458,NY,Ulster County,Ulster County,NY,111,,,,
12461,NY,Ulster County,Ulster County,NY,111,,,,
12463,NY,Ulster County,Ulster County,NY,111,,,,
12464,NY,Ulster County,Ulster County,NY,111,,,,
12465,NY,Ulster County,Ulster County,NY,111,,,,
12466,NY,Ulster County,Ulster County,NY,111,,,,
12471,NY,Ulster County,Ulster County,NY,111,,,,
12472,NY,Ulster County,Ulster County,NY,111,,,,
12475,NY,Ulster County,Ulster County,NY,111,,,,
12477,NY,Ulster County,Ulster County,NY,111,,,,
12480,NY,Ulster County,Ulster County,NY,111,,,,
12481,NY,Ulster County,Ulster County,NY,111,,,,
12483,NY,Ulster County,Ulster County,NY,111,,,,
12484,NY,Ulster County,Ulster County,NY,111,,,,
12486,NY,Ulster County,Ulster County,NY,111,,,,
12487,NY,Ulster County,Ulster County,NY,111,,,,
12489,NY,Ulster County,Ulster County,NY,111,,,,
12490,NY,Ulster County,Ulster County,NY,111,,,,
12491,NY,Ulster County,Ulster County,NY,111,,,,
12493,NY,Ulster County,Ulster County,NY,111,,,,
12494,NY,Ulster County,Ulster County,NY,111,,,,
12495,NY,Ulster County,Ulster County,NY,111,,,,
12498,NY,Ulster County,Ulster County,NY,111,,,,
12515,NY,Ulster County,Ulster County,NY,111,,,,
12525,NY,Ulster County,Ulster County,NY,111,,,,
12528,NY,Ulster County,Ulster County,NY,111,,,,
12542,NY,Ulster County,Ulster County,NY,111,,,,
12547,NY,Ulster County,Ulster County,NY,111,,,,
12548,NY,Ulster County,Ulster County,NY,111,,,,
12561,NY,Ulster County,Ulster County,NY,111,,,,
12566,NY,Ulster County,Ulster County,NY,111,,,,
12568,NY,Ulster County,Ulster County,NY,111,,,,
12586,NY,Ulster County,Ulster County,NY,111,,,,
12588,NY,Ulster County,Ulster County,NY,111,,,,
12589,NY,Ulster County,Ulster County,NY,111,,,,
12725,NY,Ulster County,Ulster County,NY,111,,,,
12740,NY,Ulster County,Ulster County,NY,111,,,,
12758,NY,Ulster County,Ulster County,NY,111,,,,
12763,NY,Ulster County,Ulster County,NY,111,,,,
12801,NY,Warren County,Warren County,NY,113,,,,
12804,NY,Warren County,Warren County,NY,113,,,,
12808,NY,Warren County,Warren County,NY,113,,,,
12810,NY,Warren County,Warren County,NY,113,,,,
12811,NY,Warren County,Warren County,NY,113,,,,
12814,NY,Warren County,Warren County,NY,113,,,,
12815,NY,Warren County,Warren County,NY,113,,,,
12817,NY,Warren County,Warren County,NY,113,,,,
12820,NY,Warren County,Warren County,NY,113,,,,
12824,NY,Warren County,Warren County,NY,113,,,,
12835,NY,Warren County,Warren County,NY,113,,,,
12836,NY,Warren County,Warren County,NY,113,,,,
12839,NY,Warren County,Warren County,NY,113,,,,
12843,NY,Warren County,Warren County,NY,113,,,,
12844,NY,Warren County,Warren County,NY,113,,,,
12845,NY,Warren County,Warren County,NY,113,,,,
12846,NY,Warren County,Warren County,NY,113,,,,
12853,NY,Warren County,Warren County,NY,113,,,,
12856,NY,Warren County,Warren County,NY,113,,,,
12857,NY,Warren County,Warren County,NY,113,,,,
12860,NY,Warren County,Warren County,NY,113,,,,
12862,NY,Warren County,Warren County,NY,113,,,,
12870,NY,Warren County,Warren County,NY,113,,,,
12874,NY,Warren County,Warren County,NY,113,,,,
12878,NY,Warren County,Warren County,NY,113,,,,
12885,NY,Warren County,Warren County,NY,113,,,,
12886,NY,Warren County,Warren County,NY,113,,,,
12028,NY,Washington County,Washington County,NY,115,,,,
12057,NY,Washington County,Washington County,NY,115,,,,
12154,NY,Washington County,Washington County,NY,115,,,,
12185,NY,Washington County,Washington County,NY,115,,,,
12804,NY,Washington County,Washington County,NY,115,,,,
12809,NY,Washington County,Washington County,NY,115,,,,
12816,NY,Washington County,Washington County,NY,115,,,,
12819,NY,Washington County,Washington County,NY,115,,,,
12821,NY,Washington County,Washington County,NY,115,,,,
12823,NY,Washington County,Washington County,NY,115,,,,
12827,NY,Washington County,Washington County,NY,115,,,,
12828,NY,Washington County,Washington County,NY,115,,,,
12832,NY,Washington County,Washington County,NY,115,,,,
12834,NY,Washington County,Washington County,NY,115,,,,
12837,NY,Washington County,Washington County,NY,115,,,,
12838,NY,Washington County,Washington County,NY,115,,,,
12839,NY,Washington County,Washington County,NY,115,,,,
12841,NY,Washington County,Washington County,NY,115,,,,
12844,NY,Washington County,Washington County,NY,115,,,,
12848,NY,Washington County,Washington County,NY,115,,,,
12849,NY,Washington County,Washington County,NY,115,,,,
12854,NY,Washington County,Washington County,NY,115,,,,
12861,NY,Washington County,Washington County,NY,115,,,,
12865,NY,Washington County,Washington County,NY,115,,,,
12873,NY,Washington County,Washington County,NY,115,,,,
12883,NY,Washington County,Washington County,NY,115,,,,
12887,NY,Washington County,Washington County,NY,115,,,,
13143,NY,Wayne County,Wayne County,NY,117,,,,
13146,NY,Wayne County,Wayne County,NY,117,,,,
13148,NY,Wayne County,Wayne County,NY,117,,,,
13154,NY,Wayne County,Wayne County,NY,117,,,,
13156,NY,Wayne County,Wayne County,NY,117,,,,
13165,NY,Wayne County,Wayne County,NY,117,,,,
14413,NY,Wayne County,Wayne County,NY,117,,,,
14432,NY,Wayne County,Wayne County,NY,117,,,,
14433,NY,Wayne County,Wayne County,NY,117,,,,
14449,NY,Wayne County,Wayne County,NY,117,,,,
14450,NY,Wayne County,Wayne County,NY,117,,,,
14489,NY,Wayne County,Wayne County,NY,117,,,,
14502,NY,Wayne County,Wayne County,NY,117,,,,
14505,NY,Wayne County,Wayne County,NY,117,,,,
14513,NY,Wayne County,Wayne County,NY,117,,,,
14516,NY,Wayne County,Wayne County,NY,117,,,,
14519,NY,Wayne County,Wayne County,NY,117,,,,
14520,NY,Wayne County,Wayne County,NY,117,,,,
14522,NY,Wayne County,Wayne County,NY,117,,,,
14538,NY,Wayne County,Wayne County,NY,117,,,,
14542,NY,Wayne County,Wayne County,NY,117,,,,
14551,NY,Wayne County,Wayne County,NY,117,,,,
14555,NY,Wayne County,Wayne County,NY,117,,,,
14563,NY,Wayne County,Wayne County,NY,117,,,,
14568,NY,Wayne County,Wayne County,NY,117,,,,
14580,NY,Wayne County,Wayne County,NY,117,,,,
14589,NY,Wayne County,Wayne County,NY,117,,,,
14590,NY,Wayne County,Wayne County,NY,117,,,,
10466,NY,Westchester County,Westchester County,NY,119,,,,
10470,NY,Westchester County,Westchester County,NY,119,,,,
10501,NY,Westchester County,Westchester County,NY,119,,,,
10502,NY,Westchester County,Westchester County,NY,119,,,,
10503,NY,Westchester County,Westchester County,NY,119,,,,
10504,NY,Westchester County,Westchester County,NY,119,,,,
10505,NY,Westchester County,Westchester County,NY,119,,,,
10506,NY,Westchester County,Westchester County,NY,119,,,,
10507,NY,Westchester County,Westchester County,NY,119,,,,
10509,NY,Westchester County,Westchester County,NY,119,,,,
10510,NY,Westchester County,Westchester County,NY,119,,,,
10511,NY,Westchester County,Westchester County,NY,119,,,,
10514,NY,Westchester County,Westchester County,NY,119,,,,
10517,NY,Westchester County,Westchester County,NY,119,,,,
10518,NY,Westchester County,Westchester County,NY,119,,,,
10519,NY,Westchester County,Westchester County,NY,119,,,,
10520,NY,Westchester County,Westchester County,NY,119,,,,
10522,NY,Westchester County,Westchester County,NY,119,,,,
10523,NY,Westchester County,Westchester County,NY,119,,,,
10526,NY,Westchester County,Westchester County,NY,119,,,,
10527,NY,Westchester County,Westchester County,NY,119,,,,
10528,NY,Westchester County,Westchester County,NY,119,,,,
10530,NY,Westchester County,Westchester County,NY,119,,,,
10532,NY,Westchester County,Westchester County,NY,119,,,,
10533,NY,Westchester County,Westchester County,NY,119,,,,
10535,NY,Westchester County,Westchester County,NY,119,,,,
10536,NY,Westchester County,Westchester County,NY,119,,,,
10537,NY,Westchester County,Westchester County,NY,119,,,,
10538,NY,Westchester County,Westchester County,NY,119,,,,
10540,NY,Westchester County,Westchester County,NY,119,,,,
10541,NY,Westchester County,Westchester County,NY,119,,,,
10543,NY,Westchester County,Westchester County,NY,119,,,,
10545,NY,Westchester County,Westchester County,NY,119,,,,
10546,NY,Westchester County,Westchester County,NY,119,,,,
10547,NY,Westchester County,Westchester County,NY,119,,,,
10548,NY,Westchester County,Westchester County,NY,119,,,,
10549,NY,Westchester County,Westchester County,NY,119,,,,
10550,NY,Westchester County,Westchester County,NY,119,,,,
10552,NY,Westchester County,Westchester County,NY,119,,,,
10553,NY,Westchester County,Westchester County,NY,119,,,,
10560,NY,Westchester County,Westchester County,NY,119,,,,
10562,NY,Westchester County,Westchester County,NY,119,,,,
10566,NY,Westchester County,Westchester County,NY,119,,,,
10567,NY,Westchester County,Westchester County,NY,119,,,,
10570,NY,Westchester County,Westchester County,NY,119,,,,
10573,NY,Westchester County,Westchester County,NY,119,,,,
10576,NY,Westchester County,Westchester County,NY,119,,,,
10577,NY,Westchester County,Westchester County,NY,119,,,,
10578,NY,Westchester County,Westchester County,NY,119,,,,
10579,NY,Westchester County,Westchester County,NY,119,,,,
10580,NY,Westchester County,Westchester County,NY,119,,,,
10583,NY,Westchester County,Westchester County,NY,119,,,,
10587,NY,Westchester County,Westchester County,NY,119,,,,
10588,NY,Westchester County,Westchester County,NY,119,,,,
10589,NY,Westchester County,Westchester County,NY,119,,,,
10590,NY,Westchester County,Westchester County,NY,119,,,,
10591,NY,Westchester County,Westchester County,NY,119,,,,
10594,NY,Westchester County,Westchester County,NY,119,,,,
10595,NY,Westchester County,Westchester County,NY,119,,,,
10596,NY,Westchester County,Westchester County,NY,119,,,,
10597,NY,Westchester County,Westchester County,NY,119,,,,
10598,NY,Westchester County,Westchester County,NY,119,,,,
10601,NY,Westchester County,Westchester County,NY,119,,,,
10603,NY,Westchester County,Westchester County,NY,119,,,,
10604,NY,Westchester County,Westchester County,NY,119,,,,
10605,NY,Westchester County,Westchester County,NY,119,,,,
10606,NY,Westchester County,Westchester County,NY,119,,,,
10607,NY,Westchester County,Westchester County,NY,119,,,,
10610,NY,Westchester County,Westchester County,NY,119,,,,
10701,NY,Westchester County,Westchester County,NY,119,,,,
10703,NY,Westchester County,Westchester County,NY,119,,,,
10704,NY,Westchester County,Westchester County,NY,119,,,,
10705,NY,Westchester County,Westchester County,NY,119,,,,
10706,NY,Westchester County,Westchester County,NY,119,,,,
10707,NY,Westchester County,Westchester County,NY,119,,,,
10708,NY,Westchester County,Westchester County,NY,119,,,,
10709,NY,Westchester County,Westchester County,NY,119,,,,
10710,NY,Westchester County,Westchester County,NY,119,,,,
10801,NY,Westchester County,Westchester County,NY,119,,,,
10803,NY,Westchester County,Westchester County,NY,119,,,,
10804,NY,Westchester County,Westchester County,NY,119,,,,
10805,NY,Westchester County,Westchester County,NY,119,,,,
14004,NY,Wyoming County,Wyoming County,NY,121,,,,
14009,NY,Wyoming County,Wyoming County,NY,121,,,,
14011,NY,Wyoming County,Wyoming County,NY,121,,,,
14024,NY,Wyoming County,Wyoming County,NY,121,,,,
14030,NY,Wyoming County,Wyoming County,NY,121,,,,
14037,NY,Wyoming County,Wyoming County,NY,121,,,,
14039,NY,Wyoming County,Wyoming County,NY,121,,,,
14040,NY,Wyoming County,Wyoming County,NY,121,,,,
14054,NY,Wyoming County,Wyoming County,NY,121,,,,
14066,NY,Wyoming County,Wyoming County,NY,121,,,,
14082,NY,Wyoming County,Wyoming County,NY,121,,,,
14083,NY,Wyoming County,Wyoming County,NY,121,,,,
14113,NY,Wyoming County,Wyoming County,NY,121,,,,
14130,NY,Wyoming County,Wyoming County,NY,121,,,,
14145,NY,Wyoming County,Wyoming County,NY,121,,,,
14167,NY,Wyoming County,Wyoming County,NY,121,,,,
14427,NY,Wyoming County,Wyoming County,NY,121,,,,
14481,NY,Wyoming County,Wyoming County,NY,121,,,,
14525,NY,Wyoming County,Wyoming County,NY,121,,,,
14530,NY,Wyoming County,Wyoming County,NY,121,,,,
14536,NY,Wyoming County,Wyoming County,NY,121,,,,
14549,NY,Wyoming County,Wyoming County,NY,121,,,,
14550,NY,Wyoming County,Wyoming County,NY,121,,,,
14569,NY,Wyoming County,Wyoming County,NY,121,,,,
14591,NY,Wyoming County,Wyoming County,NY,121,,,,
14735,NY,Wyoming County,Wyoming County,NY,121,,,,
14415,NY,Yates County,Yates County,NY,123,,,,
14418,NY,Yates County,Yates County,NY,123,,,,
14441,NY,Yates County,Yates County,NY,123,,,,
14456,NY,Yates County,Yates County,NY,123,,,,
14478,NY,Yates County,Yates County,NY,123,,,,
14507,NY,Yates County,Yates County,NY,123,,,,
14512,NY,Yates County,Yates County,NY,123,,,,
14527,NY,Yates County,Yates County,NY,123,,,,
14544,NY,Yates County,Yates County,NY,123,,,,
14561,NY,Yates County,Yates County,NY,123,,,,
14837,NY,Yates County,Yates County,NY,123,,,,
14842,NY,Yates County,Yates County,NY,123,,,,
14857,NY,Yates County,Yates County,NY,123,,,,
14878,NY,Yates County,Yates County,NY,123,,,,
27201,NC,Alamance County,Alamance County,NC,1,,,,
27202,NC,Alamance County,Alamance County,NC,1,,,,
27215,NC,Alamance County,Alamance County,NC,1,,,,
27217,NC,Alamance County,Alamance County,NC,1,,,,
27244,NC,Alamance County,Alamance County,NC,1,,,,
27249,NC,Alamance County,Alamance County,NC,1,,,,
27253,NC,Alamance County,Alamance County,NC,1,,,,
27258,NC,Alamance County,Alamance County,NC,1,,,,
27298,NC,Alamance County,Alamance County,NC,1,,,,
27302,NC,Alamance County,Alamance County,NC,1,,,,
27340,NC,Alamance County,Alamance County,NC,1,,,,
27349,NC,Alamance County,Alamance County,NC,1,,,,
27359,NC,Alamance County,Alamance County,NC,1,,,,
28601,NC,Alexander County,Alexander County,NC,3,,,,
28630,NC,Alexander County,Alexander County,NC,3,,,,
28636,NC,Alexander County,Alexander County,NC,3,,,,
28654,NC,Alexander County,Alexander County,NC,3,,,,
28678,NC,Alexander County,Alexander County,NC,3,,,,
28681,NC,Alexander County,Alexander County,NC,3,,,,
28623,NC,Alleghany County,Alleghany County,NC,5,,,,
28627,NC,Alleghany County,Alleghany County,NC,5,,,,
28631,NC,Alleghany County,Alleghany County,NC,5,,,,
28644,NC,Alleghany County,Alleghany County,NC,5,,,,
28663,NC,Alleghany County,Alleghany County,NC,5,,,,
28668,NC,Alleghany County,Alleghany County,NC,5,,,,
28675,NC,Alleghany County,Alleghany County,NC,5,,,,
28683,NC,Alleghany County,Alleghany County,NC,5,,,,
28007,NC,Anson County,Anson County,NC,7,,,,
28091,NC,Anson County,Anson County,NC,7,,,,
28102,NC,Anson County,Anson County,NC,7,,,,
28119,NC,Anson County,Anson County,NC,7,,,,
28133,NC,Anson County,Anson County,NC,7,,,,
28135,NC,Anson County,Anson County,NC,7,,,,
28170,NC,Anson County,Anson County,NC,7,,,,
28615,NC,Ashe County,Ashe County,NC,9,,,,
28617,NC,Ashe County,Ashe County,NC,9,,,,
28626,NC,Ashe County,Ashe County,NC,9,,,,
28629,NC,Ashe County,Ashe County,NC,9,,,,
28631,NC,Ashe County,Ashe County,NC,9,,,,
28640,NC,Ashe County,Ashe County,NC,9,,,,
28643,NC,Ashe County,Ashe County,NC,9,,,,
28644,NC,Ashe County,Ashe County,NC,9,,,,
28672,NC,Ashe County,Ashe County,NC,9,,,,
28684,NC,Ashe County,Ashe County,NC,9,,,,
28693,NC,Ashe County,Ashe County,NC,9,,,,
28694,NC,Ashe County,Ashe County,NC,9,,,,
28698,NC,Ashe County,Ashe County,NC,9,,,,
28604,NC,Avery County,Avery County,NC,11,,,,
28605,NC,Avery County,Avery County,NC,11,,,,
28611,NC,Avery County,Avery County,NC,11,,,,
28616,NC,Avery County,Avery County,NC,11,,,,
28622,NC,Avery County,Avery County,NC,11,,,,
28646,NC,Avery County,Avery County,NC,11,,,,
28652,NC,Avery County,Avery County,NC,11,,,,
28653,NC,Avery County,Avery County,NC,11,,,,
28657,NC,Avery County,Avery County,NC,11,,,,
28662,NC,Avery County,Avery County,NC,11,,,,
28664,NC,Avery County,Avery County,NC,11,,,,
28777,NC,Avery County,Avery County,NC,11,,,,
27806,NC,Beaufort County,Beaufort County,NC,13,,,,
27808,NC,Beaufort County,Beaufort County,NC,13,,,,
27810,NC,Beaufort County,Beaufort County,NC,13,,,,
27814,NC,Beaufort County,Beaufort County,NC,13,,,,
27817,NC,Beaufort County,Beaufort County,NC,13,,,,
27821,NC,Beaufort County,Beaufort County,NC,13,,,,
27837,NC,Beaufort County,Beaufort County,NC,13,,,,
27860,NC,Beaufort County,Beaufort County,NC,13,,,,
27865,NC,Beaufort County,Beaufort County,NC,13,,,,
27889,NC,Beaufort County,Beaufort County,NC,13,,,,
28586,NC,Beaufort County,Beaufort County,NC,13,,,,
27805,NC,Bertie County,Bertie County,NC,15,,,,
27847,NC,Bertie County,Bertie County,NC,15,,,,
27849,NC,Bertie County,Bertie County,NC,15,,,,
27869,NC,Bertie County,Bertie County,NC,15,,,,
27872,NC,Bertie County,Bertie County,NC,15,,,,
27910,NC,Bertie County,Bertie County,NC,15,,,,
27924,NC,Bertie County,Bertie County,NC,15,,,,
27957,NC,Bertie County,Bertie County,NC,15,,,,
27967,NC,Bertie County,Bertie County,NC,15,,,,
27983,NC,Bertie County,Bertie County,NC,15,,,,
28306,NC,Bladen County,Bladen County,NC,17,,,,
28312,NC,Bladen County,Bladen County,NC,17,,,,
28320,NC,Bladen County,Bladen County,NC,17,,,,
28332,NC,Bladen County,Bladen County,NC,17,,,,
28337,NC,Bladen County,Bladen County,NC,17,,,,
28382,NC,Bladen County,Bladen County,NC,17,,,,
28384,NC,Bladen County,Bladen County,NC,17,,,,
28392,NC,Bladen County,Bladen County,NC,17,,,,
28399,NC,Bladen County,Bladen County,NC,17,,,,
28423,NC,Bladen County,Bladen County,NC,17,,,,
28433,NC,Bladen County,Bladen County,NC,17,,,,
28434,NC,Bladen County,Bladen County,NC,17,,,,
28438,NC,Bladen County,Bladen County,NC,17,,,,
28441,NC,Bladen County,Bladen County,NC,17,,,,
28444,NC,Bladen County,Bladen County,NC,17,,,,
28447,NC,Bladen County,Bladen County,NC,17,,,,
28448,NC,Bladen County,Bladen County,NC,17,,,,
28456,NC,Bladen County,Bladen County,NC,17,,,,
28472,NC,Bladen County,Bladen County,NC,17,,,,
28420,NC,Brunswick County,Brunswick County,NC,19,,,,
28422,NC,Brunswick County,Brunswick County,NC,19,,,,
28436,NC,Brunswick County,Brunswick County,NC,19,,,,
28451,NC,Brunswick County,Brunswick County,NC,19,,,,
28452,NC,Brunswick County,Brunswick County,NC,19,,,,
28456,NC,Brunswick County,Brunswick County,NC,19,,,,
28461,NC,Brunswick County,Brunswick County,NC,19,,,,
28462,NC,Brunswick County,Brunswick County,NC,19,,,,
28465,NC,Brunswick County,Brunswick County,NC,19,,,,
28467,NC,Brunswick County,Brunswick County,NC,19,,,,
28468,NC,Brunswick County,Brunswick County,NC,19,,,,
28469,NC,Brunswick County,Brunswick County,NC,19,,,,
28470,NC,Brunswick County,Brunswick County,NC,19,,,,
28479,NC,Brunswick County,Brunswick County,NC,19,,,,
28701,NC,Buncombe County,Buncombe County,NC,21,,,,
28704,NC,Buncombe County,Buncombe County,NC,21,,,,
28709,NC,Buncombe County,Buncombe County,NC,21,,,,
28711,NC,Buncombe County,Buncombe County,NC,21,,,,
28715,NC,Buncombe County,Buncombe County,NC,21,,,,
28716,NC,Buncombe County,Buncombe County,NC,21,,,,
28728,NC,Buncombe County,Buncombe County,NC,21,,,,
28730,NC,Buncombe County,Buncombe County,NC,21,,,,
