zip,default_state,county,county_state,state_abbreviation,county_code,zip_pop,zip_pop_in_county,n_counties,default_city
35254,AL,Jefferson County,Jefferson County,AL,73,,,,
35260,AL,Jefferson County,Jefferson County,AL,73,,,,
35285,AL,Jefferson County,Jefferson County,AL,73,,,,
35293,AL,Jefferson County,Jefferson County,AL,73,,,,
35294,AL,Jefferson County,Jefferson County,AL,73,,,,
35295,AL,Jefferson County,Jefferson County,AL,73,,,,
35444,AL,Jefferson County,Jefferson County,AL,73,,,,
35544,AL,Lamar County,Lamar County,AL,75,,,,
35552,AL,Lamar County,Lamar County,AL,75,,,,
35555,AL,Lamar County,Lamar County,AL,75,,,,
35563,AL,Lamar County,Lamar County,AL,75,,,,
35570,AL,Lamar County,Lamar County,AL,75,,,,
35574,AL,Lamar County,Lamar County,AL,75,,,,
35576,AL,Lamar County,Lamar County,AL,75,,,,
35586,AL,Lamar County,Lamar County,AL,75,,,,
35592,AL,Lamar County,Lamar County,AL,75,,,,
35610,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35614,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35617,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35630,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35632,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35633,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35634,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35645,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35648,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35652,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35677,AL,Lauderdale County,Lauderdale County,AL,77,,,,
35603,AL,Lawrence County,Lawrence County,AL,79,,,,
35618,AL,Lawrence County,Lawrence County,AL,79,,,,
35619,AL,Lawrence County,Lawrence County,AL,79,,,,
35643,AL,Lawrence County,Lawrence County,AL,79,,,,
35650,AL,Lawrence County,Lawrence County,AL,79,,,,
35651,AL,Lawrence County,Lawrence County,AL,79,,,,
35654,AL,Lawrence County,Lawrence County,AL,79,,,,
35672,AL,Lawrence County,Lawrence County,AL,79,,,,
35673,AL,Lawrence County,Lawrence County,AL,79,,,,
36801,AL,Lee County,Lee County,AL,81,,,,
36804,AL,Lee County,Lee County,AL,81,,,,
36830,AL,Lee County,Lee County,AL,81,,,,
36832,AL,Lee County,Lee County,AL,81,,,,
36849,AL,Lee County,Lee County,AL,81,,,,
36850,AL,Lee County,Lee County,AL,81,,,,
36852,AL,Lee County,Lee County,AL,81,,,,
36854,AL,Lee County,Lee County,AL,81,,,,
36862,AL,Lee County,Lee County,AL,81,,,,
36865,AL,Lee County,Lee County,AL,81,,,,
36866,AL,Lee County,Lee County,AL,81,,,,
36867,AL,Lee County,Lee County,AL,81,,,,
36870,AL,Lee County,Lee County,AL,81,,,,
36874,AL,Lee County,Lee County,AL,81,,,,
36877,AL,Lee County,Lee County,AL,81,,,,
36879,AL,Lee County,Lee County,AL,81,,,,
35610,AL,Limestone County,Limestone County,AL,83,,,,
35611,AL,Limestone County,Limestone County,AL,83,,,,
35613,AL,Limestone County,Limestone County,AL,83,,,,
35614,AL,Limestone County,Limestone County,AL,83,,,,
35615,AL,Limestone County,Limestone County,AL,83,,,,
35620,AL,Limestone County,Limestone County,AL,83,,,,
35647,AL,Limestone County,Limestone County,AL,83,,,,
35649,AL,Limestone County,Limestone County,AL,83,,,,
35652,AL,Limestone County,Limestone County,AL,83,,,,
35671,AL,Limestone County,Limestone County,AL,83,,,,
35739,AL,Limestone County,Limestone County,AL,83,,,,
35742,AL,Limestone County,Limestone County,AL,83,,,,
35749,AL,Limestone County,Limestone County,AL,83,,,,
35756,AL,Limestone County,Limestone County,AL,83,,,,
35757,AL,Limestone County,Limestone County,AL,83,,,,
35758,AL,Limestone County,Limestone County,AL,83,,,,
35773,AL,Limestone County,Limestone County,AL,83,,,,
36032,AL,Lowndes County,Lowndes County,AL,85,,,,
36040,AL,Lowndes County,Lowndes County,AL,85,,,,
36043,AL,Lowndes County,Lowndes County,AL,85,,,,
36047,AL,Lowndes County,Lowndes County,AL,85,,,,
36701,AL,Lowndes County,Lowndes County,AL,85,,,,
36752,AL,Lowndes County,Lowndes County,AL,85,,,,
36761,AL,Lowndes County,Lowndes County,AL,85,,,,
36775,AL,Lowndes County,Lowndes County,AL,85,,,,
36785,AL,Lowndes County,Lowndes County,AL,85,,,,
36013,AL,Macon County,Macon County,AL,87,,,,
36029,AL,Macon County,Macon County,AL,87,,,,
36039,AL,Macon County,Macon County,AL,87,,,,
36075,AL,Macon County,Macon County,AL,87,,,,
36078,AL,Macon County,Macon County,AL,87,,,,
36083,AL,Macon County,Macon County,AL,87,,,,
36087,AL,Macon County,Macon County,AL,87,,,,
36088,AL,Macon County,Macon County,AL,87,,,,
36089,AL,Macon County,Macon County,AL,87,,,,
36804,AL,Macon County,Macon County,AL,87,,,,
36830,AL,Macon County,Macon County,AL,87,,,,
36832,AL,Macon County,Macon County,AL,87,,,,
36860,AL,Macon County,Macon County,AL,87,,,,
36866,AL,Macon County,Macon County,AL,87,,,,
35739,AL,Madison County,Madison County,AL,89,,,,
35741,AL,Madison County,Madison County,AL,89,,,,
35748,AL,Madison County,Madison County,AL,89,,,,
35749,AL,Madison County,Madison County,AL,89,,,,
35750,AL,Madison County,Madison County,AL,89,,,,
35756,AL,Madison County,Madison County,AL,89,,,,
35757,AL,Madison County,Madison County,AL,89,,,,
35758,AL,Madison County,Madison County,AL,89,,,,
35759,AL,Madison County,Madison County,AL,89,,,,
35760,AL,Madison County,Madison County,AL,89,,,,
35761,AL,Madison County,Madison County,AL,89,,,,
35762,AL,Madison County,Madison County,AL,89,,,,
35763,AL,Madison County,Madison County,AL,89,,,,
35767,AL,Madison County,Madison County,AL,89,,,,
35773,AL,Madison County,Madison County,AL,89,,,,
35776,AL,Madison County,Madison County,AL,89,,,,
35801,AL,Madison County,Madison County,AL,89,,,,
35802,AL,Madison County,Madison County,AL,89,,,,
35803,AL,Madison County,Madison County,AL,89,,,,
35805,AL,Madison County,Madison County,AL,89,,,,
35806,AL,Madison County,Madison County,AL,89,,,,
35808,AL,Madison County,Madison County,AL,89,,,,
35809,AL,Madison County,Madison County,AL,89,,,,
35810,AL,Madison County,Madison County,AL,89,,,,
35811,AL,Madison County,Madison County,AL,89,,,,
35812,AL,Madison County,Madison County,AL,89,,,,
35813,AL,Madison County,Madison County,AL,89,,,,
35816,AL,Madison County,Madison County,AL,89,,,,
35824,AL,Madison County,Madison County,AL,89,,,,
35893,AL,Madison County,Madison County,AL,89,,,,
35894,AL,Madison County,Madison County,AL,89,,,,
35895,AL,Madison County,Madison County,AL,89,,,,
35896,AL,Madison County,Madison County,AL,89,,,,
35897,AL,Madison County,Madison County,AL,89,,,,
35898,AL,Madison County,Madison County,AL,89,,,,
35899,AL,Madison County,Madison County,AL,89,,,,
36728,AL,Marengo County,Marengo County,AL,91,,,,
36732,AL,Marengo County,Marengo County,AL,91,,,,
36736,AL,Marengo County,Marengo County,AL,91,,,,
36738,AL,Marengo County,Marengo County,AL,91,,,,
36742,AL,Marengo County,Marengo County,AL,91,,,,
36745,AL,Marengo County,Marengo County,AL,91,,,,
36748,AL,Marengo County,Marengo County,AL,91,,,,
36754,AL,Marengo County,Marengo County,AL,91,,,,
36763,AL,Marengo County,Marengo County,AL,91,,,,
36764,AL,Marengo County,Marengo County,AL,91,,,,
36769,AL,Marengo County,Marengo County,AL,91,,,,
36773,AL,Marengo County,Marengo County,AL,91,,,,
36782,AL,Marengo County,Marengo County,AL,91,,,,
36783,AL,Marengo County,Marengo County,AL,91,,,,
36784,AL,Marengo County,Marengo County,AL,91,,,,
36786,AL,Marengo County,Marengo County,AL,91,,,,
35543,AL,Marion County,Marion County,AL,93,,,,
35548,AL,Marion County,Marion County,AL,93,,,,
35552,AL,Marion County,Marion County,AL,93,,,,
35554,AL,Marion County,Marion County,AL,93,,,,
35563,AL,Marion County,Marion County,AL,93,,,,
35564,AL,Marion County,Marion County,AL,93,,,,
35565,AL,Marion County,Marion County,AL,93,,,,
35570,AL,Marion County,Marion County,AL,93,,,,
35571,AL,Marion County,Marion County,AL,93,,,,
35581,AL,Marion County,Marion County,AL,93,,,,
35593,AL,Marion County,Marion County,AL,93,,,,
35594,AL,Marion County,Marion County,AL,93,,,,
35016,AL,Marshall County,Marshall County,AL,95,,,,
35087,AL,Marshall County,Marshall County,AL,95,,,,
35175,AL,Marshall County,Marshall County,AL,95,,,,
35747,AL,Marshall County,Marshall County,AL,95,,,,
35754,AL,Marshall County,Marshall County,AL,95,,,,
35755,AL,Marshall County,Marshall County,AL,95,,,,
35760,AL,Marshall County,Marshall County,AL,95,,,,
35769,AL,Marshall County,Marshall County,AL,95,,,,
35776,AL,Marshall County,Marshall County,AL,95,,,,
35950,AL,Marshall County,Marshall County,AL,95,,,,
35951,AL,Marshall County,Marshall County,AL,95,,,,
35952,AL,Marshall County,Marshall County,AL,95,,,,
35956,AL,Marshall County,Marshall County,AL,95,,,,
35957,AL,Marshall County,Marshall County,AL,95,,,,
35962,AL,Marshall County,Marshall County,AL,95,,,,
35964,AL,Marshall County,Marshall County,AL,95,,,,
35975,AL,Marshall County,Marshall County,AL,95,,,,
35976,AL,Marshall County,Marshall County,AL,95,,,,
35980,AL,Marshall County,Marshall County,AL,95,,,,
36505,AL,Mobile County,Mobile County,AL,97,,,,
36509,AL,Mobile County,Mobile County,AL,97,,,,
36512,AL,Mobile County,Mobile County,AL,97,,,,
36521,AL,Mobile County,Mobile County,AL,97,,,,
36522,AL,Mobile County,Mobile County,AL,97,,,,
36523,AL,Mobile County,Mobile County,AL,97,,,,
36525,AL,Mobile County,Mobile County,AL,97,,,,
36528,AL,Mobile County,Mobile County,AL,97,,,,
36541,AL,Mobile County,Mobile County,AL,97,,,,
36544,AL,Mobile County,Mobile County,AL,97,,,,
36560,AL,Mobile County,Mobile County,AL,97,,,,
36568,AL,Mobile County,Mobile County,AL,97,,,,
36571,AL,Mobile County,Mobile County,AL,97,,,,
36572,AL,Mobile County,Mobile County,AL,97,,,,
36575,AL,Mobile County,Mobile County,AL,97,,,,
36582,AL,Mobile County,Mobile County,AL,97,,,,
36587,AL,Mobile County,Mobile County,AL,97,,,,
36601,AL,Mobile County,Mobile County,AL,97,,,,
36602,AL,Mobile County,Mobile County,AL,97,,,,
36603,AL,Mobile County,Mobile County,AL,97,,,,
36604,AL,Mobile County,Mobile County,AL,97,,,,
36605,AL,Mobile County,Mobile County,AL,97,,,,
36606,AL,Mobile County,Mobile County,AL,97,,,,
36607,AL,Mobile County,Mobile County,AL,97,,,,
36608,AL,Mobile County,Mobile County,AL,97,,,,
36609,AL,Mobile County,Mobile County,AL,97,,,,
36610,AL,Mobile County,Mobile County,AL,97,,,,
36611,AL,Mobile County,Mobile County,AL,97,,,,
36612,AL,Mobile County,Mobile County,AL,97,,,,
36613,AL,Mobile County,Mobile County,AL,97,,,,
36615,AL,Mobile County,Mobile County,AL,97,,,,
36617,AL,Mobile County,Mobile County,AL,97,,,,
36618,AL,Mobile County,Mobile County,AL,97,,,,
36619,AL,Mobile County,Mobile County,AL,97,,,,
36644,AL,Mobile County,Mobile County,AL,97,,,,
36675,AL,Mobile County,Mobile County,AL,97,,,,
36688,AL,Mobile County,Mobile County,AL,97,,,,
36693,AL,Mobile County,Mobile County,AL,97,,,,
36695,AL,Mobile County,Mobile County,AL,97,,,,
36425,AL,Monroe County,Monroe County,AL,99,,,,
36439,AL,Monroe County,Monroe County,AL,99,,,,
36444,AL,Monroe County,Monroe County,AL,99,,,,
36445,AL,Monroe County,Monroe County,AL,99,,,,
36457,AL,Monroe County,Monroe County,AL,99,,,,
36458,AL,Monroe County,Monroe County,AL,99,,,,
36460,AL,Monroe County,Monroe County,AL,99,,,,
36462,AL,Monroe County,Monroe County,AL,99,,,,
36470,AL,Monroe County,Monroe County,AL,99,,,,
36471,AL,Monroe County,Monroe County,AL,99,,,,
36475,AL,Monroe County,Monroe County,AL,99,,,,
36480,AL,Monroe County,Monroe County,AL,99,,,,
36481,AL,Monroe County,Monroe County,AL,99,,,,
36482,AL,Monroe County,Monroe County,AL,99,,,,
36502,AL,Monroe County,Monroe County,AL,99,,,,
36013,AL,Montgomery County,Montgomery County,AL,101,,,,
36029,AL,Montgomery County,Montgomery County,AL,101,,,,
36036,AL,Montgomery County,Montgomery County,AL,101,,,,
36043,AL,Montgomery County,Montgomery County,AL,101,,,,
36046,AL,Montgomery County,Montgomery County,AL,101,,,,
36047,AL,Montgomery County,Montgomery County,AL,101,,,,
36052,AL,Montgomery County,Montgomery County,AL,101,,,,
36054,AL,Montgomery County,Montgomery County,AL,101,,,,
36057,AL,Montgomery County,Montgomery County,AL,101,,,,
36064,AL,Montgomery County,Montgomery County,AL,101,,,,
36065,AL,Montgomery County,Montgomery County,AL,101,,,,
36069,AL,Montgomery County,Montgomery County,AL,101,,,,
36104,AL,Montgomery County,Montgomery County,AL,101,,,,
36105,AL,Montgomery County,Montgomery County,AL,101,,,,
36106,AL,Montgomery County,Montgomery County,AL,101,,,,
36107,AL,Montgomery County,Montgomery County,AL,101,,,,
36108,AL,Montgomery County,Montgomery County,AL,101,,,,
36109,AL,Montgomery County,Montgomery County,AL,101,,,,
36110,AL,Montgomery County,Montgomery County,AL,101,,,,
36111,AL,Montgomery County,Montgomery County,AL,101,,,,
36112,AL,Montgomery County,Montgomery County,AL,101,,,,
36113,AL,Montgomery County,Montgomery County,AL,101,,,,
36114,AL,Montgomery County,Montgomery County,AL,101,,,,
36115,AL,Montgomery County,Montgomery County,AL,101,,,,
36116,AL,Montgomery County,Montgomery County,AL,101,,,,
36117,AL,Montgomery County,Montgomery County,AL,101,,,,
36118,AL,Montgomery County,Montgomery County,AL,101,,,,
36119,AL,Montgomery County,Montgomery County,AL,101,,,,
36121,AL,Montgomery County,Montgomery County,AL,101,,,,
36123,AL,Montgomery County,Montgomery County,AL,101,,,,
36130,AL,Montgomery County,Montgomery County,AL,101,,,,
36131,AL,Montgomery County,Montgomery County,AL,101,,,,
36177,AL,Montgomery County,Montgomery County,AL,101,,,,
35016,AL,Morgan County,Morgan County,AL,103,,,,
35019,AL,Morgan County,Morgan County,AL,103,,,,
35087,AL,Morgan County,Morgan County,AL,103,,,,
35175,AL,Morgan County,Morgan County,AL,103,,,,
35179,AL,Morgan County,Morgan County,AL,103,,,,
35601,AL,Morgan County,Morgan County,AL,103,,,,
35603,AL,Morgan County,Morgan County,AL,103,,,,
35619,AL,Morgan County,Morgan County,AL,103,,,,
35621,AL,Morgan County,Morgan County,AL,103,,,,
35622,AL,Morgan County,Morgan County,AL,103,,,,
35640,AL,Morgan County,Morgan County,AL,103,,,,
35670,AL,Morgan County,Morgan County,AL,103,,,,
35673,AL,Morgan County,Morgan County,AL,103,,,,
35754,AL,Morgan County,Morgan County,AL,103,,,,
35775,AL,Morgan County,Morgan County,AL,103,,,,
36728,AL,Perry County,Perry County,AL,105,,,,
36756,AL,Perry County,Perry County,AL,105,,,,
36759,AL,Perry County,Perry County,AL,105,,,,
36765,AL,Perry County,Perry County,AL,105,,,,
36786,AL,Perry County,Perry County,AL,105,,,,
35442,AL,Pickens County,Pickens County,AL,107,,,,
35447,AL,Pickens County,Pickens County,AL,107,,,,
35461,AL,Pickens County,Pickens County,AL,107,,,,
35466,AL,Pickens County,Pickens County,AL,107,,,,
35471,AL,Pickens County,Pickens County,AL,107,,,,
35481,AL,Pickens County,Pickens County,AL,107,,,,
35555,AL,Pickens County,Pickens County,AL,107,,,,
35574,AL,Pickens County,Pickens County,AL,107,,,,
35576,AL,Pickens County,Pickens County,AL,107,,,,
36005,AL,Pike County,Pike County,AL,109,,,,
36010,AL,Pike County,Pike County,AL,109,,,,
36035,AL,Pike County,Pike County,AL,109,,,,
36079,AL,Pike County,Pike County,AL,109,,,,
36081,AL,Pike County,Pike County,AL,109,,,,
36082,AL,Pike County,Pike County,AL,109,,,,
36089,AL,Pike County,Pike County,AL,109,,,,
36258,AL,Randolph County,Randolph County,AL,111,,,,
36263,AL,Randolph County,Randolph County,AL,111,,,,
36264,AL,Randolph County,Randolph County,AL,111,,,,
36266,AL,Randolph County,Randolph County,AL,111,,,,
36274,AL,Randolph County,Randolph County,AL,111,,,,
36276,AL,Randolph County,Randolph County,AL,111,,,,
36278,AL,Randolph County,Randolph County,AL,111,,,,
36280,AL,Randolph County,Randolph County,AL,111,,,,
36027,AL,Russell County,Russell County,AL,113,,,,
36804,AL,Russell County,Russell County,AL,113,,,,
36851,AL,Russell County,Russell County,AL,113,,,,
36856,AL,Russell County,Russell County,AL,113,,,,
36858,AL,Russell County,Russell County,AL,113,,,,
36860,AL,Russell County,Russell County,AL,113,,,,
36867,AL,Russell County,Russell County,AL,113,,,,
36869,AL,Russell County,Russell County,AL,113,,,,
36870,AL,Russell County,Russell County,AL,113,,,,
36871,AL,Russell County,Russell County,AL,113,,,,
36874,AL,Russell County,Russell County,AL,113,,,,
36875,AL,Russell County,Russell County,AL,113,,,,
36877,AL,Russell County,Russell County,AL,113,,,,
35004,AL,St. Clair County,St. Clair County,AL,115,,,,
35052,AL,St. Clair County,St. Clair County,AL,115,,,,
35054,AL,St. Clair County,St. Clair County,AL,115,,,,
35094,AL,St. Clair County,St. Clair County,AL,115,,,,
35112,AL,St. Clair County,St. Clair County,AL,115,,,,
35120,AL,St. Clair County,St. Clair County,AL,115,,,,
35121,AL,St. Clair County,St. Clair County,AL,115,,,,
35125,AL,St. Clair County,St. Clair County,AL,115,,,,
35128,AL,St. Clair County,St. Clair County,AL,115,,,,
35131,AL,St. Clair County,St. Clair County,AL,115,,,,
35133,AL,St. Clair County,St. Clair County,AL,115,,,,
35135,AL,St. Clair County,St. Clair County,AL,115,,,,
35146,AL,St. Clair County,St. Clair County,AL,115,,,,
35173,AL,St. Clair County,St. Clair County,AL,115,,,,
35178,AL,St. Clair County,St. Clair County,AL,115,,,,
35182,AL,St. Clair County,St. Clair County,AL,115,,,,
35906,AL,St. Clair County,St. Clair County,AL,115,,,,
35953,AL,St. Clair County,St. Clair County,AL,115,,,,
35972,AL,St. Clair County,St. Clair County,AL,115,,,,
35987,AL,St. Clair County,St. Clair County,AL,115,,,,
35007,AL,Shelby County,Shelby County,AL,117,,,,
35022,AL,Shelby County,Shelby County,AL,117,,,,
35035,AL,Shelby County,Shelby County,AL,117,,,,
35040,AL,Shelby County,Shelby County,AL,117,,,,
35043,AL,Shelby County,Shelby County,AL,117,,,,
35051,AL,Shelby County,Shelby County,AL,117,,,,
35078,AL,Shelby County,Shelby County,AL,117,,,,
35080,AL,Shelby County,Shelby County,AL,117,,,,
35094,AL,Shelby County,Shelby County,AL,117,,,,
35114,AL,Shelby County,Shelby County,AL,117,,,,
35115,AL,Shelby County,Shelby County,AL,117,,,,
35124,AL,Shelby County,Shelby County,AL,117,,,,
35128,AL,Shelby County,Shelby County,AL,117,,,,
35137,AL,Shelby County,Shelby County,AL,117,,,,
35143,AL,Shelby County,Shelby County,AL,117,,,,
35147,AL,Shelby County,Shelby County,AL,117,,,,
35176,AL,Shelby County,Shelby County,AL,117,,,,
35178,AL,Shelby County,Shelby County,AL,117,,,,
35185,AL,Shelby County,Shelby County,AL,117,,,,
35186,AL,Shelby County,Shelby County,AL,117,,,,
35187,AL,Shelby County,Shelby County,AL,117,,,,
35216,AL,Shelby County,Shelby County,AL,117,,,,
35242,AL,Shelby County,Shelby County,AL,117,,,,
35243,AL,Shelby County,Shelby County,AL,117,,,,
35244,AL,Shelby County,Shelby County,AL,117,,,,
35442,AL,Sumter County,Sumter County,AL,119,,,,
35459,AL,Sumter County,Sumter County,AL,119,,,,
35460,AL,Sumter County,Sumter County,AL,119,,,,
35464,AL,Sumter County,Sumter County,AL,119,,,,
35470,AL,Sumter County,Sumter County,AL,119,,,,
35477,AL,Sumter County,Sumter County,AL,119,,,,
36901,AL,Sumter County,Sumter County,AL,119,,,,
36907,AL,Sumter County,Sumter County,AL,119,,,,
36922,AL,Sumter County,Sumter County,AL,119,,,,
36925,AL,Sumter County,Sumter County,AL,119,,,,
35014,AL,Talladega County,Talladega County,AL,121,,,,
35032,AL,Talladega County,Talladega County,AL,121,,,,
35044,AL,Talladega County,Talladega County,AL,121,,,,
35072,AL,Talladega County,Talladega County,AL,121,,,,
35096,AL,Talladega County,Talladega County,AL,121,,,,
35149,AL,Talladega County,Talladega County,AL,121,,,,
35150,AL,Talladega County,Talladega County,AL,121,,,,
35151,AL,Talladega County,Talladega County,AL,121,,,,
35160,AL,Talladega County,Talladega County,AL,121,,,,
36203,AL,Talladega County,Talladega County,AL,121,,,,
36260,AL,Talladega County,Talladega County,AL,121,,,,
36268,AL,Talladega County,Talladega County,AL,121,,,,
35010,AL,Tallapoosa County,Tallapoosa County,AL,123,,,,
35072,AL,Tallapoosa County,Tallapoosa County,AL,123,,,,
35089,AL,Tallapoosa County,Tallapoosa County,AL,123,,,,
